"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"894",4543,"NAMINSA S.A. DE C.V.",2018-04-28,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",7200,"PIEZAS","H87",0.04618,"24112902",18.8644,332.5,6077.24,7049.6,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04618,0.0461805555555556
"895",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"CINTURON PARA GEL REFRIGERANTE",57.05,"KILO",NA,55,"0",NA,3137.75,25549.75,29637.71,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"896",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"SEPARADOR  PARTE DE: INTERLOCK GENERICO",0.3,"MILLAR","MIL",800,"14121500",18.4672,240,6547.03,7594.56,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,800
"897",261,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"ESQUINEROS DE CARTON DE 1.00 MTS/ALAS 4,",500,NA,"H87",12.95,"24141508",NA,6475,61456,71288.96,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"898",4403,"NAMINSA S.A. DE C.V.",2018-03-27,"CLAM C/PN 3705A",6000,"PIEZAS","H87",0.03968,"24112902",18.5364,238.08,10840.7,12575.2,"USD","CLAMS",NA,"3705",NA,NA,NA,0.03968,0.03968
"899",187,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"KILOS DE CINTURON PORTA GEL(2 ROLLOS)",30.4,NA,"KGM",60,"24111503",NA,1824,24848,28823.68,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"900",4076,"NAMINSA S.A. DE C.V.",2018-01-30,"CLAM ARANDANO 6OZ 5X4 NP",24300,"PIEZAS","H87",0.04818,"24112902",18.4672,1170.77,5244.04,6083.08,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481798353909465
"901",4335,"NAMINSA S.A. DE C.V.",2018-03-14,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.6199,224.64,4302.85,4991.3,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"902",3972,"NAMINSA S.A. DE C.V.",2018-01-11,"CLAMS.3903 MORA 12 OZ 1 PINTA",5200,"PIEZAS","H87",0.08508,"24112902",19.3065,442.42,4564.54,5294.87,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850807692307692
"903",828,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-09-21,"GRABADO HIGOS",1,"No aplica",NA,3200,"0",1,3200,51869.84,60169.01,"MXN",NA,NA,NA,NA,NA,NA,NA,3200
"904",4411,"NAMINSA S.A. DE C.V.",2018-03-31,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",28080,"PIEZAS","H87",0.012,"11162100",18.3445,336.96,14505.46,16826.34,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"905",269,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"ESQUINEROS PLASTICOS DE 2.00 MTS",300,NA,"H87",6.8,"13102022",NA,2040,25719,29834.04,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"906",101,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-15,"CAJAS DE GRAPA METALICA PUNTEADA",3,NA,"H87",650,"27112306",NA,1950,41746,48425.36,"MXN","CAJA GRAPA",NA,NA,NA,NA,NA,NA,650
"907",4729,"NAMINSA S.A. DE C.V.",2018-06-02,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",9600,"PIEZAS","H87",0.11018,"24112902",19.9759,1057.73,4501.57,5221.82,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.110180208333333
"908",1538,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"GEL REFRIGERANTE",1500,"PIEZA",NA,5.4,"0",NA,8100,20060,23269.6,NA,"GEL",NA,NA,NA,NA,NA,5.4,5.4
"909",3838,"NAMINSA S.A. DE C.V.",2017-12-11,"PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.9315,100.8,6622.15,7681.7,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"910",130,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"ESQUINERO DE CARTON DE 1.0 MT/2.5,",200,NA,"H87",8.65,"24141508",NA,1730,53441,61991.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,8.65
"911",4591,"NAMINSA S.A. DE C.V.",2018-05-05,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",9360,"PIEZAS","H87",0.012,"11162100",19.1223,112.32,1437.42,1667.4,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"912",3812,"NAMINSA S.A. DE C.V.",2017-12-04,"PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.6229,100.8,4764.84,5527.21,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"913",142,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-05,"KILOS DE CINTURON PORTA GEL (2 ROLLOS)",29.25,NA,"KGM",60,"24111503",NA,1755,45530,52814.8,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"914",3809,"NAMINSA S.A. DE C.V.",2017-12-04,"PADS 7X7 NEGRO DE 24 MIL UDS",60000,"PIEZAS","H87",0.0042,"11162100",18.6229,252,3554.57,4123.3,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"915",4223,"NAMINSA S.A. DE C.V.",2018-02-22,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6594,230.4,3959.4,4592.9,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"916",1262,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-05-23,"CAJA RASPBERY 5X5",125,NA,"E48",23.05,"24121503",NA,2881.25,36131.25,41912.25,"MXN","CAJAS",NA,NA,NA,"FRAMBUESA",NA,NA,23.05
"917",4365,"NAMINSA S.A. DE C.V.",2018-03-20,"PADS 6X7.5 NEGROS 28.800 UNDS",230400,"PIEZAS","H87",0.004,"11162100",18.7023,921.6,4702.22,5454.57,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"918",1651,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"CINTURON PARA GEL REFRIGERANTE",90.15,"KILO",NA,55,"0",NA,4958.25,87885.25,101946.89,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"919",1499,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-10,"CINTURON PARA GEL REFRIGERANTE",59.95,"KILO",NA,55,"0",NA,3297.25,20207.25,23440.41,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"920",4292,"NAMINSA S.A. DE C.V.",2018-03-06,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.8909,126,3419.75,3966.91,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"921",2495,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-26,"CHAROLA GENERICA ALPASA FARMS 6OZ",5744,"PIEZA","H87",0.313,"24121503",19.5848,1797.872,8682.67,10071.9,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"922",1584,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-28,"FLEJE VERDE LISO DE 1/2",3,"PIEZA",NA,710,"0",NA,2130,26040,30206.4,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"923",1341,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-06-25,"CAJA ORGANIC BLACKBERRY",125,NA,"E48",24.9,"24121503",NA,3112.5,39657,46002.13,"MXN","CAJAS",NA,NA,NA,"ZARZAMORA",NA,NA,24.9
"924",2357,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-24,"CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA FACTURA AVALA LA REMISION 12001.",4050,"PIEZA","H87",0.313,"24121503",18.6041,1267.65,5139.25,5961.53,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"925",3937,"NAMINSA S.A. DE C.V.",2018-01-02,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",14400,"PIEZAS","H87",0.04072,"24112902",19.7354,586.37,5259.79,6101.35,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.0407201388888889
"926",3800,"NAMINSA S.A. DE C.V.",2017-11-30,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24300,"PIEZAS","H87",0.04343,"24112902",18.5848,1055.35,5322.65,6174.27,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04343,0.0434300411522634
"927",63,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-29,"ROLLOS DE FLEJE VERDE 20 KGS",3,NA,"H87",785,"24112902",NA,2355,30551.5,35439.74,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,785
"928",4458,"NAMINSA S.A. DE C.V.",2018-04-12,"CLAM C/PN 3705A",18000,"PIEZAS","H87",0.05068,"24112902",18.2882,912.24,7565.1,8775.52,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05068,0.05068
"929",1480,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-25,"CAJA GRAPA C-26 C/5 MILLARES",1,"PIEZA",NA,650,"0",NA,650,26056,30224.96,NA,"CAJA GRAPA",NA,NA,NA,NA,NA,650,650
"930",194,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"ROLLOS DE FLEJE VERDE LISO DE 1/2",4,NA,"H87",710,"31151904",NA,2840,44006,51046.96,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"931",4431,"NAMINSA S.A. DE C.V.",2018-04-05,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",37440,"PIEZAS","H87",0.012,"11162100",18.2044,449.28,12966.51,15041.14,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"932",1523,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",400,"PIEZA",NA,12.95,"0",NA,5180,34315.5,39805.98,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"933",3730,"NAMINSA S.A. DE C.V.",2017-11-13,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",19800,"PIEZAS","H87",0.04818,"24112902",19.09,953.96,5374.29,6234.17,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.048179797979798
"934",3889,"NAMINSA S.A. DE C.V.",2017-12-26,"CLAM CP 3705",6000,"PIEZAS","H87",0.04868,"24112902",19.3962,292.08,3496.62,4056.08,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04868,0.04868
"935",221,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-07,"ROLLOS DE FLEJE VERDE LISO DE 1/2",7,NA,"H87",710,"31151904",NA,4970,74143,86005.88,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"936",29,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-15,"KILOS DE CINTURON PORTA GEL",44.05,NA,"KGM",55,"13111201",NA,2422.75,7112.75,8250.79,"MXN","GEL",NA,NA,NA,NA,NA,NA,55
"937",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",19.2989,230.4,7971.83,9247.32,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"938",202,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"KILOS DE CINTURON PORTA GEL(3 ROLLOS)",45.25,NA,"KGM",60,"24111503",NA,2715,49835,57808.6,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"939",3699,"Abacart Agricola, S. de P.R. de R.L.",2017-11-22,"BOLSA PLAST NEGRA BAS-CAMISETA 30 X 60 CMS x Kilogramo",2,"KILOGRAMO",NA,32,"0",1,64,1214.87,1409.25,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,32
"940",3848,"NAMINSA S.A. DE C.V.",2017-12-14,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",30000,"PIEZAS","H87",0.013,"11162100",18.974,390,3109.11,3606.56,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"941",1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-11,"CINTURON PARA GEL REFRIGERANTE",6.5,"KILO",NA,55,"0",NA,357.5,19716.5,22871.14,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"942",1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-30,"CINTURON PARA GEL REFRIGERANTE",75.55,"KILO",NA,55,"0",NA,4155.25,42624.25,49444.13,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"943",1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"TARIMA PLASTICA 1*120",50,"PIEZA",NA,210,"0",NA,10500,30317.75,35168.59,NA,"TARIMA",NA,NA,NA,NA,NA,210,210
"944",275,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-27,"ROLLOS DE FLEJE VERDE",2,NA,"H87",710,"31151904",NA,1420,16783,19468.28,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"945",12,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"ROLLO DE FLEJE VERDE LISO DE 1/2",3,NA,"H87",710,"31151904",NA,2130,63927,74155.32,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"946",302,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-14,"PLACAS DE UNICEL DE 1*1.2*2CM",25,NA,"H87",60,"30141514",NA,1500,25013.4,29015.54,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"947",4535,"NAMINSA S.A. DE C.V.",2018-04-25,"PAD 60X75MM NEGRO 24000 UNDS",144000,"PIEZAS","H87",0.004,"47131901",18.8628,576,4070.93,4722.27,"USD","PADS",NA,NA,24000,NA,NA,0.004,0.004
"948",1656,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-29,"FLEJE VERDE LISO DE 1/2",2,"PIEZA",NA,710,"0",NA,1420,25273,29316.68,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"949",161,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-08,"ESQUINEROS DE CARTON DE 1.0 MTS/4,",300,NA,"H87",12.95,"24141508",NA,3885,30116,34934.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"950",290,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-05,"PLACAS DE UNICEL DE 1*1.2*2CM",50,NA,"H87",60,"30141514",NA,3000,28805.6,33414.5,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"951",55,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-22,"BOLSAS DE GEL REFRIGERANTE",1500,NA,"H87",5.4,"78121500",NA,8100,25729,29845.64,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"952",245,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-16,"PLACAS DE UNICEL DE 1*1.2*2CM",50,NA,"H87",60,"30141514",NA,3000,47914.6,55580.94,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"953",4543,"NAMINSA S.A. DE C.V.",2018-04-28,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",30000,"PIEZAS","H87",0.013,"11162100",18.8644,390,6077.24,7049.6,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"954",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"PLACA UNICEL 1*1.2*2CM",50,"PIEZA",NA,60,"0",NA,3000,25549.75,29637.71,NA,"UNICEL",NA,NA,NA,NA,NA,60,60
"955",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"SEPARADOR  PARTE DE: TOP CAT GENERICO",0.5,"MILLAR","MIL",1455.61,"14121500",18.4672,727.81,6547.03,7594.56,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,NA,"PUNNET",NA,1455.62
"956",261,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"KILOS DE CINTURON PORTA GEL(4 ROLLOS)",66.35,NA,"KGM",60,"24111503",NA,3981,61456,71288.96,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"957",4403,"NAMINSA S.A. DE C.V.",2018-03-27,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",9360,"PIEZAS","H87",0.012,"11162100",18.5364,112.32,10840.7,12575.2,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"958",187,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"PLACAS DE UNICEL DE 1*1.2*2CM",100,NA,"H87",60,"30141514",NA,6000,24848,28823.68,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"959",4076,"NAMINSA S.A. DE C.V.",2018-01-30,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.4672,230.4,5244.04,6083.08,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"960",4335,"NAMINSA S.A. DE C.V.",2018-03-14,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",60000,"PIEZAS","H87",0.0042,"11162100",18.6199,252,4302.85,4991.3,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"961",4411,"NAMINSA S.A. DE C.V.",2018-03-31,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",52200,"PIEZAS","H87",0.04818,"24112902",18.3445,2515,14505.46,16826.34,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.0481800766283525
"962",269,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"ESQUINEROS DE CARTON DE 1.0 MTS ALAS 4,",300,NA,"H87",12.95,"24141508",NA,3885,25719,29834.04,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"963",101,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-15,"BOLSAS DE GEL REFRIGERANTE",1000,NA,"H87",5.4,"78121500",NA,5400,41746,48425.36,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"964",1538,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"JUEGO DE HERRAMIENTAS",1,"PIEZA",NA,1500,"0",NA,1500,20060,23269.6,NA,"HERRAMIENTAS",NA,NA,NA,NA,NA,1500,1500
"965",3838,"NAMINSA S.A. DE C.V.",2017-12-11,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.04072,"24112902",18.9315,977.28,6622.15,7681.7,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.04072
"966",130,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"PLACAS DE UNICEL DE 2CM",50,NA,"H87",60,"30141514",NA,3000,53441,61991.56,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"967",3812,"NAMINSA S.A. DE C.V.",2017-12-04,"CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",24000,"PIEZAS","H87",0.05062,"24112902",18.6229,1214.88,4764.84,5527.21,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",0.05062,0.05062
"968",142,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-05,"ROLLOS DE FLEJE VERDE LISO DE 1/2",2,NA,"H87",710,"31151904",NA,1420,45530,52814.8,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"969",1262,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-05-23,"CESTO MORA 150G",125,NA,"E48",23.3,"24121503",NA,2912.5,36131.25,41912.25,"MXN","CAJAS",NA,NA,NA,"ZARZAMORA","PUNNET",NA,23.3
"970",1651,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"JUEGO DE HERRAMIENTAS",2,"PIEZA",NA,1500,"0",NA,3000,87885.25,101946.89,NA,"HERRAMIENTAS",NA,NA,NA,NA,NA,1500,1500
"971",1584,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-28,"PLACA UNICEL 1*1.2*2CM",50,"PIEZA",NA,60,"0",NA,3000,26040,30206.4,NA,"UNICEL",NA,NA,NA,NA,NA,60,60
"972",1341,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-06-25,"ALPASA CAJA ARANDANO",125,NA,"E48",24.8,"24121503",NA,3100,39657,46002.13,"MXN","CAJAS","ALPASA",NA,NA,"ARANDANO",NA,NA,24.8
"973",3937,"NAMINSA S.A. DE C.V.",2018-01-02,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.04072,"24112902",19.7354,977.28,5259.79,6101.35,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.04072
"974",3800,"NAMINSA S.A. DE C.V.",2017-11-30,"PADS ABSORBENTES 90X90 NEGROS 24000 UNDS",48000,"PIEZAS","H87",0.0055,"11162100",18.5848,264,5322.65,6174.27,"USD","PADS",NA,NA,24000,NA,NA,0.0055,0.0055
"975",63,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-29,"KGS DE ROLLO DE CINTURON PORTA GEL",88.75,NA,"H87",60,"13111201",NA,5325,30551.5,35439.74,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"976",4458,"NAMINSA S.A. DE C.V.",2018-04-12,"Clamshell 4x4 3407",24000,"PIEZAS","H87",0.03923,"24112902",18.2882,941.52,7565.1,8775.52,"USD","CLAMS",NA,"3407",NA,NA,"4.4OZ",0.03923,0.03923
"977",1480,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-25,"CINTA ADHESIVA 48*150",36,"PIEZA",NA,24,"0",NA,864,26056,30224.96,NA,"MASKING",NA,NA,NA,NA,NA,24,24
"978",194,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"CINTAS ADHESIVAS 48*150 NATURAL",36,NA,"H87",24,"31201500",NA,864,44006,51046.96,"MXN","MASKING",NA,NA,NA,NA,NA,NA,24
"979",4431,"NAMINSA S.A. DE C.V.",2018-04-05,"CLAMS.3903 MORA 12 OZ 1 PINTA",16120,"PIEZAS","H87",0.08711,"24112902",18.2044,1404.21,12966.51,15041.14,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08711,0.0871098014888338
"980",1523,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"GEL REFRIGERANTE",1000,"PIEZA",NA,5.4,"0",NA,5400,34315.5,39805.98,NA,"GEL",NA,NA,NA,NA,NA,5.4,5.4
"981",3730,"NAMINSA S.A. DE C.V.",2017-11-13,"CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",19200,"PIEZAS","H87",0.05062,"24112902",19.09,971.9,5374.29,6234.17,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",0.05062,0.0506197916666667
"982",221,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-07,"ESQUINEROS PLASTICOS DE 2.00 MTS",1000,NA,"H87",6.8,"13102022",NA,6800,74143,86005.88,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"983",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"PADS ABSORBENTES 13X13 15.000 UNDS NEGROS",15000,"PIEZAS","H87",0.013,"11162100",19.2989,195,7971.83,9247.32,"USD","PADS",NA,NA,15000,NA,NA,0.013,0.013
"984",202,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"ESQUINEROS PLASTICOS DE 2.00 MTS",400,NA,"H87",6.8,"13102022",NA,2720,49835,57808.6,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"985",1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-11,"FLEJE VERDE LISO DE 1/2",4,"PIEZA",NA,710,"0",NA,2840,19716.5,22871.14,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"986",1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-30,"CAJA DE GRAPA GOFRADA DE 1/2",1,"PIEZA",NA,650,"0",NA,650,42624.25,49444.13,NA,"CAJA GRAPA",NA,NA,NA,NA,NA,650,650
"987",1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"GEL REFRIGERANTE",1500,"PIEZA",NA,5.4,"0",NA,8100,30317.75,35168.59,NA,"GEL",NA,NA,NA,NA,NA,5.4,5.4
"988",12,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"ROLLO PELICULA PLASTICA 18/60/1200",4,NA,"H87",95,"13102017",NA,380,63927,74155.32,"MXN","EMPLAYE",NA,NA,NA,NA,NA,NA,95
"989",4535,"NAMINSA S.A. DE C.V.",2018-04-25,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",18.8628,115.2,4070.93,4722.27,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"990",1656,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-29,"CINTA ADHESIVA 48*150",36,"PIEZA",NA,24,"0",NA,864,25273,29316.68,NA,"MASKING",NA,NA,NA,NA,NA,24,24
"991",161,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-08,"PLACAS DE UNICEL DE 1*1.2*2CM",25,NA,"H87",60,"30141514",NA,1500,30116,34934.56,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"992",290,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-05,"TARIMAS PLASTICAS",35,NA,"H87",210,"24112702",NA,7350,28805.6,33414.5,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"993",55,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-22,"CAJA DE GRAPA METALICA",1,NA,"H87",650,"27112306",NA,650,25729,29845.64,"MXN","CAJA GRAPA",NA,NA,NA,NA,NA,NA,650
"994",245,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-16,"ROLLOS DE FLEJE VERDE LISO DE 1/2",2,NA,"H87",710,"31151904",NA,1420,47914.6,55580.94,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"995",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"CARRITO PORTA FLEJE AZUL",1,"PIEZA",NA,1250,"0",NA,1250,25549.75,29637.71,NA,"FLEJE",NA,NA,NA,NA,NA,1250,1250
"996",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"SEPARADOR  PARTE DE: TOP CAT GENERICO",0.1,"MILLAR","MIL",1455.61,"14121500",18.4672,145.56,6547.03,7594.56,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,NA,"PUNNET",NA,1455.6
